[95, 23, 10, 662]
[96, 23, 11, 662]
[97, 23, 12, 662]
[99, 23, 11, 662]
[96, 21, 9, 660]
[99, 22, 11, 662]
[101, 24, 11, 663]
[97, 24, 10, 662]
[94, 22, 11, 662]
[93, 23, 12, 662]
[93, 23, 10, 661]
[97, 25, 11, 662]
[96, 26, 12, 662]
[96, 24, 12, 661]
[97, 27, 13, 662]
[97, 25, 13, 662]
[98, 27, 12, 663]
[97, 25, 11, 662]
[97, 24, 12, 662]
[96, 22, 10, 660]
[97, 23, 12, 662]
[97, 20, 11, 661]
[98, 20, 10, 662]
[95, 18, 11, 661]
[99, 19, 10, 662]
[98, 17, 9, 661]
[96, 17, 10, 661]
[99, 19, 10, 662]
[97, 18, 10, 661]
[96, 18, 10, 661]
[97, 18, 9, 661]
[98, 21, 11, 662]
[95, 18, 8, 660]
[94, 18, 10, 660]
[95, 20, 11, 661]
[98, 21, 10, 662]
[96, 21, 11, 661]
[98, 22, 11, 662]
[97, 21, 11, 662]
[96, 19, 9, 661]
[95, 18, 9, 660]
[97, 19, 10, 662]
[96, 19, 10, 661]
[96, 21, 11, 662]
[97, 21, 10, 662]
[94, 18, 9, 660]
[97, 20, 10, 662]
[95, 19, 11, 661]
[96, 19, 9, 660]
[93, 20, 10, 660]
[96, 20, 9, 660]
[96, 20, 10, 662]
[94, 18, 10, 661]
[95, 19, 11, 662]
[95, 17, 9, 662]
[93, 17, 10, 661]
[95, 20, 10, 661]
[95, 19, 8, 660]
[95, 20, 10, 661]
[95, 20, 12, 662]
[96, 21, 11, 662]
[97, 20, 11, 663]
[98, 22, 12, 663]
[97, 22, 11, 662]
[98, 21, 11, 662]
[98, 21, 11, 662]
[94, 21, 11, 662]
[93, 21, 11, 662]
[94, 21, 11, 662]
[90, 18, 9, 660]
[90, 20, 10, 661]
[91, 16, 9, 659]
[91, 19, 10, 660]
[92, 21, 11, 661]
[91, 20, 10, 661]
[93, 21, 9, 661]
[97, 20, 13, 662]
[92, 19, 10, 660]
[93, 20, 11, 661]
[93, 19, 11, 661]
[92, 20, 10, 661]
[92, 18, 8, 660]
[95, 20, 10, 662]
[94, 20, 10, 662]
[95, 20, 7, 662]
[92, 18, 9, 661]
[93, 18, 10, 661]
[93, 18, 9, 661]
[94, 21, 11, 662]
[95, 20, 10, 662]
[94, 21, 11, 662]
[91, 18, 10, 660]
[92, 18, 8, 660]
[92, 19, 10, 661]
[92, 18, 9, 660]
[94, 20, 9, 661]
[92, 19, 11, 661]
[91, 18, 9, 660]
[95, 21, 10, 662]
[94, 22, 11, 662]
